area,rooms,is_new,property_id,garages,stratum,property_type,baths,price,neighbourhood,city
121.0,3,False,d2a06b7d-0b39-4def-adcb-27bf795eb27b,2,Estrato 5,Apartamento,2,810000000.0,Laureles,Medellín
90.0,2,False,3b250c18-7da3-4e82-95f8-ce0548eb3914,1,Estrato 4,Apartamento,2,550000000.0,Laureles,Medellín
190.0,3,False,4f58d734-de92-4d8b-a275-89063ab61099,2,Estrato 6,Apartamento,4,1350000000.0,La Tomatera,Medellín
66.0,3,False,34b4d60f-0524-4c94-8df4-ac923fc3664d,Sin especificar,Estrato 3,Apartamento,2,280000000.0,Buenos Aires,Medellín
67.0,2,False,e12c680f-7e17-4ff7-afec-8c869f4b5b98,1,Estrato 4,Apartamento,2,280000000.0,Rodeo Alto,Medellín
64.0,1,False,8e6a4bd7-6ea7-4557-a5da-400d0bb8d242,1,Estrato 6,Apartamento,2,560000000.0,Simesa,Medellín
316.0,4,False,febe5337-8164-4880-8cfb-8627a0fa7cbd,2,Estrato 6,Apartamento,5,1300000000.0,Las Palmas,Medellín
72.0,2,False,3cb7ca47-fd1f-4dce-bb77-75aa9d5c1583,1,Estrato 5,Apartamento,2,470000000.0,Loma de los Bernal,Medellín
342.0,3,False,a9fdf001-63dd-4a58-bbf2-f0bb079e05ff,2,Estrato 6,Apartamento,4,4700000000.0,Los balsos no.1,Medellín
240.0,3,False,dbe47104-d5dd-4c5a-bebc-c0800ca05cdd,Sin especificar,Estrato 6,Apartamento,4,2020000000.0,El tesoro,Medellín
200.0,3,False,3aa70ba5-0954-40e1-8178-0ff29f5453fe,2,Estrato 6,Apartamento,3,850000000.0,La candelaria,Medellín
52.0,2,False,2cbaf31e-35f3-4fda-8d97-09605b2e1dcb,Sin especificar,Estrato 4,Apartamento,1,245000000.0,Santa Mónica,Medellín
114.0,2,False,6a403914-9247-475b-937d-4587b64eb8f7,Sin especificar,Estrato 6,Apartamento,2,985000000.0,Las Palmas,Envigado
94.0,4,False,69701625-8771-4025-b7a2-61790d24d2ea,Sin especificar,Estrato 3,Apartamento,2,300000000.0,La Milagrosa,Medellín
121.0,3,False,7ffbac19-e1ea-4e6a-8bbe-da386cf325e9,1,Estrato 5,Apartamento,4,810000000.0,Laureles,Medellín
143.0,3,False,a74658e3-83a0-4846-b796-a49920c59481,2,Estrato 6,Apartamento,3,680000000.0,la toja,Medellín
189.0,2,False,832507c9-0c98-47ee-a044-ebe84d44d194,2,Estrato 6,Apartamento,3,1300000000.0,San Lucas,Medellín
54.0,3,False,a6c38459-76d7-480e-842c-3647ea45d43d,Sin especificar,Estrato 3,Apartamento,2,185000000.0,Bosques de la Cimarrona,El Carmen de Viboral
76.0,3,False,3617a3f2-9b63-4a91-ab0c-1fa14aafec95,2,Estrato 5,Apartamento,2,465000000.0,El Poblado,Medellín
78.0,2,False,d247b1c9-e6a0-4526-828e-c0ffab2147a7,Sin especificar,Estrato 5,Apartamento,2,435000000.0,loma del esmeraldal,Envigado
55.0,3,False,a83f5044-9aaa-4ab2-88ee-28e784c04849,Sin especificar,Estrato 4,Apartamento,2,250000000.0,Calasanz,Medellín
84.8,2,False,8316a937-fb43-4661-8ec1-1443146bda69,1,Estrato 5,Apartamento,2,380000000.0,Laureles,Medellín
186.0,3,False,0291e227-49d3-482f-a63c-4004ed143bf1,2,Estrato 6,Apartamento,4,1530000000.0,El Campestre,Medellín
39.0,2,False,f2c28c51-e2ab-4044-b763-df22006b2f8b,Sin especificar,Estrato 2,Apartamento,1,130000000.0,Robledo,Medellín
247.0,5,False,7aad43d8-c2bc-4e31-8ea4-027f0eb85f29,2,Estrato 5,Apartamento,5,1550000000.0,Laureles,Medellín
71.0,3,False,52a9d10a-fb40-4773-866d-68fed39f1032,1,Estrato 3,Apartamento,Sin especificar,290000000.0,Conjunto residencial santa maria del campo,Itaguí
60.0,3,False,c436f0ab-9a2a-4c03-811c-750eea121168,Sin especificar,Estrato 3,Apartamento,2,280000000.0,Guayabal,Medellín
55.0,3,False,f8f6cab8-7ce9-45c8-ad4e-ff70f7a1d9df,1,Estrato 4,Apartamento,2,240000000.0,Vereda san jose,Sabaneta
93.0,3,False,a458d48b-0d7e-4505-8dbc-6fa6c182b19f,Sin especificar,Estrato 6,Apartamento,2,660000000.0,Castropol,Medellín
138.0,3,False,f247ebb4-79da-4b76-9aed-11f35493b684,3,Estrato 6,Apartamento,4,990000000.0,Castropol,Medellín
70.0,2,False,6ecfc22d-5fc0-4d21-a9ab-af29d91c9a39,1,Estrato 5,Apartamento,2,350000000.0,La Pilarica,Medellín
115.0,3,False,7a393274-7e6c-4b41-b8dd-158f4786510b,1,Estrato 5,Apartamento,4,400000000.0,Laureles,Medellín
50.0,2,False,cdf027db-0d54-4a7b-8c7f-a190fde3a430,Sin especificar,Estrato 4,Apartamento,2,330000000.0,Laureles,Medellín
50.0,2,False,f420eaea-d708-4d65-99f7-4cbe5620ee4b,Sin especificar,Estrato 4,Apartamento,2,330000000.0,Laureles,Medellín
79.0,3,False,1701bc00-2bb4-48e4-b076-60fbb6b2151d,1,Estrato 4,Apartamento,2,325000000.0,La Pilarica,Medellín
94.0,3,False,89200c08-9e8c-42b6-8473-4954b7390714,1,Estrato 4,Apartamento,2,570000000.0,El Poblado,Medellín
103.0,3,False,dee4b663-4d74-40e8-8eb0-402711c0aa26,2,Estrato 4,Apartamento,3,710000000.0,Loma de los Bernal,Medellín
100.0,3,False,a5097c21-e2af-46aa-b686-80602f76db87,1,Estrato 5,Apartamento,3,630000000.0,Laureles,Medellín
157.0,3,False,530b1126-127d-452b-9bd4-aab122830aa9,2,Estrato 4,Apartamento,3,900000000.0,Laureles,Medellín
152.0,4,False,d1410ac3-e4e3-48d1-809e-f5b7a6a9aeab,2,Estrato 5,Apartamento,4,745000000.0,Velodromo,Medellín
136.0,3,False,4809df95-5b22-4e8a-bbe8-3b8fb6977719,2,Estrato 5,Apartamento,4,1430000000.0,Santa teresita,Medellín
80.0,4,False,d3835a83-bf39-46a9-8bd5-32c177a401c3,1,Estrato 4,Apartamento,2,300000000.0,Estadio,Medellín
130.0,3,False,3d6bc7a9-f84f-4c21-967c-61d3d99c5c60,1,Estrato 5,Apartamento,2,840000000.0,Laureles,Medellín
50.0,3,False,79d5fc3e-b90b-4722-b887-0f7cbd905627,Sin especificar,Estrato 3,Apartamento,2,210000000.0,Buenos Aires,Medellín
117.0,4,False,f6f888fa-2884-4c0e-8589-868da2e40da9,1,Estrato 6,Apartamento,3,620000000.0,El Poblado,Medellín
217.0,3,False,e47a8c6e-f89f-4b61-8c38-b3e950951c7c,2,Estrato 6,Apartamento,4,1300000000.0,La florida,Medellín
54.0,3,False,fc83b93a-1737-43a4-ad4e-b50e3d1c5638,Sin especificar,Estrato 2,Apartamento,2,147000000.0,Robledo la aurora,Medellín
55.0,2,False,6769a790-c6da-472e-a89e-c94a0777f165,1,Estrato 4,Apartamento,2,290000000.0,Loma del Indio,Medellín
60.0,1,False,4bdfdbab-b935-42d6-b4a5-a687a4a2688e,1,Estrato 5,Apartamento,1,370000000.0,Loma del Escobero,Envigado
101.0,3,False,21a359e4-9042-4f86-86c2-25e9cb3da595,2,Estrato 4,Apartamento,2,430000000.0,Belén,Medellín
220.0,3,False,7c186c93-2c48-475e-9991-2bba46abc2b9,2,Estrato 6,Apartamento,3,820000000.0,El Diamante 2,Medellín
64.0,3,False,280344f1-ce01-4ead-8534-8b9439fdad77,1,Estrato 3,Apartamento,2,385000000.0,Rodeo Alto,Medellín
125.0,3,False,62f0bfaa-db8a-4d86-aef2-4b65834d38cb,Sin especificar,Estrato 6,Apartamento,4,750000000.0,Castropol,Medellín
89.0,2,False,76a55f31-2d7a-44a6-851e-e37a8b555e7f,1,Estrato 6,Apartamento,2,630000000.0,Castropol,Medellín
77.0,3,False,36e9a338-206b-489a-8af6-9e68c34cf891,1,Estrato 4,Apartamento,2,310000000.0,La América,Medellín
52.0,3,False,6c774664-854a-4488-9dc9-fc52bcf90fe2,Sin especificar,Estrato 2,Apartamento,2,158000000.0,Robledo,Medellín
177.42,3,False,b140ab66-bd0a-4021-9b8b-c22d52aaa248,3,Estrato 6,Apartamento,3,1400000000.0,San lucas,Medellín
127.0,3,False,f43b1128-d5e0-457b-92c8-9a9bc3a03bd6,Sin especificar,Estrato 5,Apartamento,3,850000000.0,Cumbres,Envigado
147.0,3,False,746054d9-8494-446e-95e8-3d4168c01712,3,Estrato 6,Apartamento,4,1200000000.0,El Tesoro,Medellín
257.0,Sin especificar,False,87cadcd4-eda9-492e-921d-64d029775337,3,Estrato 6,Apartamento,Sin especificar,3027170000.0,El Poblado,Medellín
62.0,3,False,6b877986-48c1-4a2e-8ea5-e3bf2c5e81b7,1,Estrato 4,Apartamento,2,440000000.0,Urbanizacion doña maria robledo,Medellín
148.0,2,False,3a0038e2-2419-485d-a0cf-b897bb300818,2,Estrato 6,Apartamento,2,1300000000.0,Altos del Poblado,Medellín
67.0,3,False,5137db1f-7bbb-4285-9f8b-73ce44522cf4,1,Estrato 4,Apartamento,2,340000000.0,Calasanz,Medellín
51.0,2,False,b1cef431-ce07-4951-a94a-747c138fa74a,1,Estrato 4,Apartamento,2,320000000.0,Viviendas del Sur,Medellín
138.0,2,False,53754363-8514-4854-8939-16fd84e87534,1,Estrato 5,Apartamento,2,790000000.0,Conquistadores,Medellín
170.0,3,False,a32086ae-2285-40ec-a694-daaac35e4499,Sin especificar,Estrato 6,Apartamento,3,1040000000.0,Los Parra,Medellín
57.0,2,False,5f274f6b-4b18-4405-a54c-1cfd9235a467,Sin especificar,Estrato 3,Apartamento,1,245000000.0,Las playas,Medellín
155.0,4,False,84dbf151-1010-44ac-a872-08e85a4c4dfe,Sin especificar,Estrato 4,Apartamento,3,368000000.0,La candelaria,Medellín
85.0,3,False,f2175018-301c-4848-b626-b6ccf247e966,Sin especificar,Estrato 4,Apartamento,2,650000000.0,El trianon,Envigado
100.0,3,False,c49a1c2d-a48a-47bb-92ae-4ef16d54ad10,1,Estrato 5,Apartamento,2,548000000.0,Los Colores,Medellín
110.0,3,False,163636f2-be96-4b6b-936c-90ba16d11436,Sin especificar,Estrato 6,Apartamento,2,525000000.0,Castropol,Medellín
134.0,4,False,4b779e4a-49e2-47c4-91a0-c0662270d99e,1,Estrato 5,Apartamento,3,680000000.0,Laureles,Medellín
85.0,2,False,43c7a5e2-658e-4a1c-8b2d-6d56bfe6c479,1,Estrato 5,Apartamento,2,580000000.0,Loma de los bernal,Medellín
96.0,3,False,7dd6770d-b5f2-4106-81bd-94c39df2999f,Sin especificar,Estrato 3,Apartamento,2,295000000.0,Aranjuez,Medellín
95.0,3,False,877904f1-7876-4dd6-b858-457b62018eb6,1,Estrato 3,Apartamento,2,300000000.0,Villa Hermosa,Medellín
87.0,3,False,03a0f0ef-8241-4241-b897-70c23b46bec8,Sin especificar,Estrato 3,Apartamento,2,175000000.0,Centro,Medellín
138.0,4,False,54865bc3-fa08-4e59-a094-27b7ef4a49f6,1,Estrato 4,Apartamento,3,550000000.0,Florida nueva,Medellín
126.0,3,False,2391acca-0551-45e1-8b5a-483c39b40282,Sin especificar,Estrato 5,Apartamento,2,420000000.0,Laureles,Medellín
59.0,3,False,1382674a-55cb-4687-b6b5-c111b1ef4ffc,Sin especificar,Estrato 3,Apartamento,1,300000000.0,El chagualo,Medellín
80.0,3,False,33a3b9f5-4a61-43dd-b890-53e56c203ce8,Sin especificar,Campestre,Apartamento,2,240000000.0,El llano (santa elena),Medellín
75.0,4,False,eab78fb5-7f66-4301-89f8-1ff11efc0daf,Sin especificar,Estrato 3,Apartamento,1,200000000.0,Las Palmas,Medellín
121.0,3,False,f86a865e-1472-43b3-b70d-ca388418628c,1,Estrato 5,Apartamento,2,690000000.0,La abadia,Medellín
190.0,4,False,a05dc71d-5a2f-4796-a285-a147bbb2d474,1,Estrato 6,Apartamento,2,495000000.0,Patio bonito,Medellín
68.0,3,False,f395f813-3d13-430b-9e9c-33cf99a62fa5,1,Estrato 5,Apartamento,2,580000000.0,San Diego,Medellín
117.0,3,False,28449adc-4db6-4e92-b2a9-44908e331cd4,1,Estrato 6,Apartamento,3,620000000.0,Urbanizacion vegas del poblado,Medellín
137.0,2,False,e98ffd8d-06ad-403c-b0b5-e579e4c8473c,2,Estrato 6,Apartamento,3,750000000.0,La Calera,Medellín
155.0,6,False,f1422b0d-0701-4383-ac3c-e848b8d24a20,Sin especificar,Estrato 3,Apartamento,3,390000000.0,la estrella,La estrella
60.0,3,False,93a4a4fe-e075-4859-8709-8405e114288a,Sin especificar,Estrato 5,Apartamento,2,580000000.0,El Poblado,Medellín
142.0,3,False,0e772cf1-c58e-4e21-b776-8e69167d520a,2,Estrato 6,Apartamento,3,920000000.0,El Poblado,Medellín
144.0,3,False,82c6e62a-6cbb-407b-ad54-7d801285bb40,2,Estrato 5,Apartamento,3,800000000.0,El Poblado,Medellín
120.0,3,False,c870acf8-6fa7-493c-a668-40be44012f3e,Sin especificar,Estrato 4,Apartamento,3,350000000.0,La america,Medellín
167.0,3,False,b503317d-762e-4a9d-9409-45eed1c6b061,2,Estrato 6,Apartamento,3,1100000000.0,Santa María de los Ángeles,Medellín
75.0,3,False,481f5f31-6db7-4440-8d55-41b10c12d0f2,1,Estrato 4,Apartamento,2,460000000.0,San Germán,Medellín
59.0,1,False,dd08a554-7cd9-4d89-ba98-eeb4bf99e32b,Sin especificar,Estrato 4,Apartamento,1,178000000.0,Urbanizacion praderas de guayabal,Medellín
60.0,3,False,7578c5fc-13be-41f9-bd7e-407640fb49b7,1,Estrato 4,Apartamento,2,330000000.0,Los Colores,Medellín
88.0,3,False,9a8e8a3d-2506-41ee-a173-43a1ab498e51,Sin especificar,Estrato 4,Apartamento,2,420000000.0,Cumbres,Envigado
59.0,3,False,11e7ea46-ce43-4cbc-ab20-76f93053f025,1,Estrato 3,Apartamento,2,180000000.0,San Antonio de Prado,Medellín
65.0,3,False,b94ec6ad-9f23-4974-9688-201ccd67eadc,1,Estrato 4,Apartamento,2,240000000.0,La navarra,Bello
125.0,3,False,09f639dc-c6fc-42a2-a46c-c67bc421b57d,Sin especificar,Estrato 3,Apartamento,2,320000000.0,Guayabal,Medellín
38.0,2,False,0fa606d9-bd92-42f4-964a-6a693c9d34ad,Sin especificar,Estrato 3,Apartamento,1,175000000.0,El Chagualo,Medellín
81.0,3,False,2a2f1268-2cbf-425f-b431-fec8167b5bf6,1,Estrato 5,Apartamento,2,360000000.0,Laureles,Medellín
54.0,2,False,f4a1e211-797f-4576-bfb3-b32acd6ade06,1,Estrato 4,Apartamento,2,299000000.0,Calasanz,Medellín
100.0,1,False,d9c57c0f-026d-46ba-ab34-3f48f0f9e408,Sin especificar,Estrato 4,Apartamento,2,300000000.0,La Mota,Medellín
356.0,5,False,718823d3-00bb-4f99-8ea1-da53b5a84d83,3,Estrato 6,Apartamento,6,1600000000.0,Las Lomas,Medellín
93.0,3,False,88265590-8a0a-499b-9c2b-de7526400ce3,2,Estrato 5,Apartamento,3,680000000.0,Laureles,Medellín
145.0,4,False,c7be8211-41ba-4c02-a458-98e61780c0a8,Sin especificar,Estrato 3,Apartamento,3,420000000.0,Santa Mónica,Medellín
122.0,3,False,041614ad-df9a-4a8f-ad6b-d9f6023a0979,Sin especificar,Estrato 5,Apartamento,3,785000000.0,Loma de las brujas,Envigado
279.0,3,False,76c2769a-92e2-44e5-80e4-b22f7f43ddfd,Sin especificar,Estrato 6,Apartamento,4,1960000000.0,El tesoro,Medellín
64.0,3,False,e31aa10a-5386-4d55-8dc9-a6fc93c7f8bc,Sin especificar,Estrato 3,Apartamento,2,205000000.0,Belén Rincón,Medellín
246.0,4,False,424edd98-f711-41b1-aaa5-b2e015cf0e3c,2,Estrato 5,Apartamento,5,758000000.0,Laureles,Medellín
280.0,4,False,d5c37b3d-5f0e-4ded-9baf-2ea84c822360,2,Estrato 5,Apartamento,5,1100000000.0,El Poblado,Medellín
57.0,2,False,37fefc0f-bdd2-46a5-bee2-c5caf168cae2,Sin especificar,Estrato 4,Apartamento,2,272000000.0,Loma de los Bernal,Medellín
90.0,2,False,227737af-ef29-4775-a108-4fe511c2a1fd,2,Estrato 5,Apartamento,2,550000000.0,Laureles,Medellín
105.0,3,False,3fb07f19-9cf6-435e-9be2-dc57866789bc,2,Estrato 5,Apartamento,2,690000000.0,Laureles,Medellín
106.0,3,False,c09967b3-8755-4b15-adb4-9ec8434f8f70,1,Estrato 4,Apartamento,2,610000000.0,San Germán,Medellín
91.6,2,False,1e684597-f278-43ff-93ca-0f453a3c0d2c,Sin especificar,Estrato 3,Apartamento,2,175000000.0,Colon,Medellín
96.0,2,False,af8ffacf-e816-4a68-85b5-73f990b9cdd1,2,Estrato 6,Apartamento,2,640000000.0,San lucas,Medellín
180.0,2,False,da7d75d0-264d-4d54-a5f6-3df9146b9b97,2,Estrato 6,Apartamento,3,1290000000.0,Las Santas,Medellín
84.0,3,False,0f8270c6-2a39-48aa-a3d4-f8b9c7379d6b,1,Estrato 4,Apartamento,2,400000000.0,La Pilarica,Medellín
77.0,3,False,0fe5fb43-dabe-4ba6-8017-3ba48ee0e72f,2,Estrato 4,Apartamento,2,650000000.0,LOMA DE CUMBRES,Medellín
65.0,2,False,15e06b9d-f3b6-4c94-9c75-9c9689cb2f81,Sin especificar,Estrato 4,Apartamento,2,420000000.0,La abadia,Envigado
250.0,3,False,517afd43-6b2b-4583-b46d-39f4ce81b305,Sin especificar,Estrato 6,Apartamento,4,1200000000.0,El Campestre,Medellín
45.0,1,False,6c86a005-3130-4fa3-93b9-54d74e5d69ba,Sin especificar,Estrato 3,Apartamento,1,140000000.0,Buenos aires,Medellín
82.0,2,False,b68a73ff-dec1-4268-ae13-84380a18e359,2,Estrato 5,Apartamento,3,545000000.0,Laureles,Medellín
75.0,4,False,d9913741-5791-41e4-ab0e-70bc5caafd8b,1,Estrato 4,Apartamento,2,340000000.0,La Pilarica,Medellín
83.0,3,False,adb57ab6-2eba-47fb-a25f-6176933ce812,1,Estrato 5,Apartamento,2,470000000.0,Belén San Bernardo,Medellín
61.0,1,False,345e0a02-2b91-4341-94f5-ffd80b6b6044,1,Estrato 6,Apartamento,2,615000000.0,Urbanizacion linares,Medellín
71.0,1,False,4ebc4cae-773e-4325-9b4c-2320603d3e30,1,Estrato 5,Apartamento,2,450000000.0,El Poblado,Medellín
52.0,2,False,1cf0c204-32ae-4da2-9c17-dcfa6b826e99,Sin especificar,Estrato 3,Apartamento,2,250000000.0,San Antonio de Prado,Medellín
111.0,3,False,10de9120-43aa-434a-993a-b7c910f3d84d,1,Estrato 5,Apartamento,3,680000000.0,La Castellana,Medellín
65.0,2,False,8601c69d-f4af-4290-bc96-f1e4854b79e7,1,Estrato 5,Apartamento,3,650000000.0,Castropol,Medellín
134.0,3,False,8c7abc0d-f99c-4940-8969-1d8322ea5823,1,Estrato 6,Apartamento,2,699000000.0,El Poblado,Medellín
74.0,3,False,597dfee3-d163-4833-a5de-9a9823f27379,1,Estrato 5,Apartamento,2,360000000.0,Loma de los Bernal,Medellín
90.0,3,False,a5c725a6-1b9f-4426-99a9-95f4fd8596c3,Sin especificar,Estrato 3,Apartamento,2,250000000.0,La Colina,Medellín
76.0,4,False,55010624-7f1c-4c87-b342-337bb8fd053a,Sin especificar,Estrato 3,Apartamento,1,300000000.0,Belén San Bernardo,Medellín
74.0,3,False,8a1c1215-9436-416d-a195-4a5aa6c6b377,1,Estrato 3,Apartamento,2,315000000.0,Acevedo bello,Bello
91.0,3,False,5a7dd228-21ef-44e3-bf64-023b0700bf67,2,Estrato 5,Apartamento,3,770000000.0,Ciudad del Río,Medellín
100.0,3,False,a354d362-dbe8-401e-a656-589ef7036e2f,1,Estrato 5,Apartamento,3,460000000.0,La Castellana,Medellín
256.0,3,False,f47eed35-aaf2-4939-9052-f9858fefdda8,1,Estrato 6,Apartamento,4,998000000.0,El Poblado,Medellín
103.0,3,False,72ebd944-431b-4418-ba70-f342b3e38259,1,Estrato 4,Apartamento,2,729000000.0,Laureles,Medellín
137.27,3,False,73ef9f49-7c62-437e-96f8-012dd9c39b5b,1,Estrato 4,Apartamento,3,650000000.0,Simon bolivar,Medellín
135.0,4,False,fd597d8b-050c-4b59-b805-5e51c72f68bf,Sin especificar,Estrato 3,Apartamento,1,280000000.0,San Benito Centro,Medellín
89.0,3,False,38f6791d-1b4a-4634-97ac-ca514fb187d8,1,Estrato 4,Apartamento,2,450000000.0,Santa ana,Bello
73.0,2,False,e29f327e-91ae-4ecc-bc7c-f41ac003a92a,Sin especificar,Estrato 5,Apartamento,2,378000000.0,Laureles,Medellín
64.0,3,False,a9cf4a76-a147-4f4f-90f0-9c9f3406abbd,1,Estrato 4,Apartamento,2,340000000.0,Rodeo Alto,Medellín
127.0,3,False,b0809dd7-c2b7-4840-bd8d-5ad04d8de27b,1,Estrato 5,Apartamento,2,440000000.0,El nogal- los almendros,Medellín
82.0,3,False,5dc0ef7c-67b1-4024-9c9f-39ea76dc053d,1,Estrato 4,Apartamento,2,425000000.0,Belén,Medellín
50.0,2,False,004e354b-a2a7-4fe4-aad7-634e3f762d1e,Sin especificar,Estrato 3,Apartamento,1,160000000.0,Centro,Medellín
96.0,4,False,41124cb3-a079-4f52-8a63-fae309c00e64,Sin especificar,Estrato 5,Apartamento,2,280000000.0,Buenos Aires,Medellín
90.0,4,False,38010682-ac1e-4aa7-aee0-4d5836af744a,Sin especificar,Estrato 3,Apartamento,3,299000000.0,Guayabal,Medellín
156.0,3,False,47f5fef2-2ec2-44c7-ab6e-c18960cba39f,1,Estrato 5,Apartamento,3,520000000.0,Medellín,Medellín
52.0,3,False,fd9458f3-543c-4957-93b3-221ef098a30d,Sin especificar,Estrato 3,Apartamento,2,210000000.0,San Antonio de Prado,Medellín
67.0,2,False,e1f6dbae-22ea-4066-8bcf-96410f9b8fe6,Sin especificar,Estrato 4,Apartamento,Sin especificar,220000000.0,Ferreni,Medellín
82.0,3,False,6d3ad749-78c4-4b2f-973e-3b4067b71de5,1,Estrato 5,Apartamento,2,530000000.0,Simesa,Medellín
86.0,3,False,8d22ecdd-0717-4cd0-93d7-f83847ce51ac,1,Estrato 4,Apartamento,2,360000000.0,Simon bolivar,Medellín
194.0,4,False,84bae4a3-c88f-41a8-9baf-6ddf84cec79c,3,Estrato 5,Apartamento,3,1160000000.0,Conquistadores,Medellín
200.0,4,False,5773857d-579a-4999-a583-ddf704ead30b,Sin especificar,Estrato 4,Apartamento,Sin especificar,620000000.0,Villanueva,Medellín
240.0,3,False,ec84ec83-a466-49f5-8a91-08745cfec7cf,Sin especificar,Estrato 6,Apartamento,4,1670000000.0,El tesoro,Medellín
200.0,3,False,e5f98dd7-394a-403f-871c-c0f64c9766ff,4,Estrato 6,Apartamento,3,1650000000.0,El Campestre,Medellín
71.0,3,False,08fa44be-ffd7-4c16-b612-5ce1cf404ef2,1,Estrato 4,Apartamento,2,450000000.0,Belén Rincón,Medellín
86.0,3,False,a4a4d23a-b688-4c80-ac6b-3b415ed3c595,1,Estrato 5,Apartamento,2,530000000.0,Belén,Medellín
165.0,5,False,ec3470fc-0a02-4d5a-b9cc-836da49a3ef6,2,Estrato 4,Apartamento,4,600000000.0,Centro,Medellín
186.0,4,False,9a8fc39b-0854-46c2-93a1-6a3c2040d41f,2,Estrato 6,Apartamento,5,980000000.0,POBLADO,Medellín
65.0,3,False,9ad1d7a8-55a7-40c1-8e4b-9092c6bf3f25,1,Estrato 4,Apartamento,2,345000000.0,Calasanz,Medellín
186.0,3,False,b532c170-df13-4397-ba17-41f8e8f9dd62,2,Estrato 5,Apartamento,5,1250000000.0,Florida nueva,Medellín
92.0,3,False,33265ed4-e557-4372-8209-7f6cb41047e9,1,Estrato 5,Apartamento,2,850000000.0,Los colores,Medellín
173.0,5,False,448e901a-8a92-4d48-b22e-e286a426c2dc,1,Estrato 5,Apartamento,3,570000000.0,Simón Bolivar,Medellín
110.0,3,False,7adbc3f5-5ce3-44fe-9370-1bded02410d6,1,Estrato 5,Apartamento,2,945000000.0,Castropol,Medellín
240.0,4,False,5e8ea3f1-5293-4dd3-82f1-6d26ad07f1a0,Sin especificar,Estrato 5,Apartamento,Sin especificar,680000000.0,Simon bolivar,Medellín
180.0,3,False,3454a363-60a9-40bb-8007-ec4f2f0ecfa4,1,Estrato 5,Apartamento,3,1270000000.0,Laureles,Medellín
320.0,4,False,c9811053-71c4-4ecc-b637-5926872928e1,Sin especificar,Estrato 6,Apartamento,Sin especificar,1150000000.0,Los balsos no.1,Medellín
121.0,3,False,50d50b3e-0c59-4303-8d4a-8924473a0ddd,1,Estrato 5,Apartamento,2,480000000.0,Los Colores,Medellín
77.0,3,False,93a76524-5471-4d5d-b32f-76eacd9354eb,1,Estrato 5,Apartamento,2,700000000.0,San Diego,Medellín
57.0,3,False,06aafa5f-1a1b-4001-9a37-8e51d03b9fa3,Sin especificar,Estrato 3,Apartamento,2,195000000.0,San gabriel,Itaguí
159.0,3,False,f9e85ac6-9343-451d-b92b-14d5725f27bb,2,Estrato 5,Apartamento,4,780000000.0,Zuñiga,Envigado
65.0,2,False,b9641f3f-8dd6-4cfb-be2f-8b71848e6908,Sin especificar,Estrato 4,Apartamento,2,270000000.0,La América,Medellín
50.0,3,False,825be552-a4f4-43d5-84a0-b81de1bc6937,Sin especificar,Estrato 3,Apartamento,1,155000000.0,Buenos Aires,Medellín
42.0,3,False,2717d433-adbb-4117-8f6f-1b5b8b910cc7,Sin especificar,Estrato 3,Apartamento,1,157000000.0,Buenos Aires,Medellín
149.0,3,False,0aca71a7-2dc6-4f3f-8c29-e0ca9e2f7ff5,2,Estrato 6,Apartamento,3,745000000.0,El Poblado,Medellín
289.0,4,False,b299b935-97c0-489a-9784-edc1e681634f,1,Estrato 6,Apartamento,5,1450000000.0,El Poblado,Medellín
90.0,4,False,0137c2f7-934b-4f5b-9957-77cab7729271,1,Estrato 4,Apartamento,3,560000000.0,San Germán,Medellín
79.0,2,False,58598c7b-3797-42fe-969f-1b6dac649abd,1,Estrato 5,Apartamento,2,530000000.0,Simesa,Medellín
70.0,3,False,91b710f5-3f90-458f-b876-69818eb11e30,1,Estrato 3,Apartamento,2,275000000.0,NorOccidente,Medellín
130.0,2,False,ef6bd025-5d4d-4b58-8e4b-0de01babc456,2,Estrato 6,Apartamento,2,1050000000.0,La Calera,Medellín
105.0,3,False,0d10580f-9d82-452d-92a9-004e3fbc9ea6,Sin especificar,Estrato 4,Apartamento,2,320000000.0,Florida Nueva,Medellín
100.0,3,False,7e53cc74-96a3-4f09-a237-c9b50037bd5c,1,Estrato 5,Apartamento,2,570000000.0,El Poblado,Medellín
348.0,3,False,0b48caa5-f20b-4405-ad7a-515832f82dbd,3,Estrato 6,Apartamento,4,1700000000.0,La Tomatera,Medellín
56.0,3,False,5a49c77d-a172-4fdf-944f-eca6132ebc16,Sin especificar,Estrato 4,Apartamento,2,255000000.0,Boston,Medellín
150.0,3,False,13510134-40ee-42ce-841b-10b69e624a7a,Sin especificar,Estrato 6,Apartamento,2,700000000.0,San lucas,Medellín
48.0,2,False,408b3f8e-65fc-4555-9ec1-4bb5afa3ca2e,Sin especificar,Estrato 4,Apartamento,1,240000000.0,Laureles,Medellín
60.0,3,False,24697d2f-2f75-4d2b-9071-9a47aa38d098,1,Estrato 3,Apartamento,2,290000000.0,Belén Rincón,Medellín
204.0,3,False,79987741-222f-4783-892d-e5f1a245144e,1,Estrato 5,Apartamento,2,875000000.0,Conquistadores,Medellín
205.0,5,False,2e068b98-12b0-407d-babe-6916c4059ccb,2,Estrato 5,Apartamento,6,1000000000.0,Laureles,Medellín
133.0,3,False,cde8433c-dc9e-4957-8557-7f8a7ea0956f,2,Estrato 6,Apartamento,4,1520000000.0,Las Palmas,Medellín
